"","Species","Common_name","Begin_study_date","End_study_date","Life_history_process","sex","Fucntional_form","Value","Units","Parameter_name","Sample_size","Method","Large_marine_ecosystem","More_specific_location","Reference"
"1200","Scomber japonicus","Chub mackerel",1982,1986,"natural mortality","both","Pauly's empirical equation",20,"°C","T","800","NA","East China Sea","northern East China Sea","Cheng JH et al 2004 Study on the biological characteristics and status of common mackerel (Scomber japonicus Houttuyn) fishery in the East China Sea region. Marine Fisheries 26(2)."
"1201","Scomber japonicus","Chub mackerel",1982,1986,"exploitation rate","both","NA",0.77,"NA","E","800","NA","East China Sea","northern East China Sea","Cheng JH et al 2004 Study on the biological characteristics and status of common mackerel (Scomber japonicus Houttuyn) fishery in the East China Sea region. Marine Fisheries 26(2)."
"1202","Scomber japonicus","Chub mackerel",1999,2002,"growth","both","von Bertalanffy",367.5,"mm","Linf","645","NA","East China Sea","northern East China Sea","Cheng JH et al 2004 Study on the biological characteristics and status of common mackerel (Scomber japonicus Houttuyn) fishery in the East China Sea region. Marine Fisheries 26(2)."
"1203","Scomber japonicus","Chub mackerel",1999,2002,"growth","both","von Bertalanffy",0.81,"NA","k","645","NA","East China Sea","northern East China Sea","Cheng JH et al 2004 Study on the biological characteristics and status of common mackerel (Scomber japonicus Houttuyn) fishery in the East China Sea region. Marine Fisheries 26(2)."
"1204","Scomber japonicus","Chub mackerel",1999,2002,"growth","both","von Bertalanffy",-0.17,"NA","t0","645","NA","East China Sea","northern East China Sea","Cheng JH et al 2004 Study on the biological characteristics and status of common mackerel (Scomber japonicus Houttuyn) fishery in the East China Sea region. Marine Fisheries 26(2)."
"1205","Scomber japonicus","Chub mackerel",1999,2002,"total mortality","both","NA",2.79,"NA","Z","645","length-converted catch curve","East China Sea","northern East China Sea","Cheng JH et al 2004 Study on the biological characteristics and status of common mackerel (Scomber japonicus Houttuyn) fishery in the East China Sea region. Marine Fisheries 26(2)."
"1206","Scomber japonicus","Chub mackerel",1999,2002,"fishing mortality","both","NA",2.128,"NA","F","645","NA","East China Sea","northern East China Sea","Cheng JH et al 2004 Study on the biological characteristics and status of common mackerel (Scomber japonicus Houttuyn) fishery in the East China Sea region. Marine Fisheries 26(2)."
"1207","Scomber japonicus","Chub mackerel",1999,2002,"natural mortality","both","Pauly's empirical equation",0.662,"NA","M","645","NA","East China Sea","northern East China Sea","Cheng JH et al 2004 Study on the biological characteristics and status of common mackerel (Scomber japonicus Houttuyn) fishery in the East China Sea region. Marine Fisheries 26(2)."
"1208","Scomber japonicus","Chub mackerel",1999,2002,"natural mortality","both","Pauly's empirical equation",20,"°C","T","645","NA","East China Sea","northern East China Sea","Cheng JH et al 2004 Study on the biological characteristics and status of common mackerel (Scomber japonicus Houttuyn) fishery in the East China Sea region. Marine Fisheries 26(2)."
"1209","Scomber japonicus","Chub mackerel",1999,2002,"exploitation rate","both","NA",0.76,"NA","E","645","NA","East China Sea","northern East China Sea","Cheng JH et al 2004 Study on the biological characteristics and status of common mackerel (Scomber japonicus Houttuyn) fishery in the East China Sea region. Marine Fisheries 26(2)."
"1210","Scomber japonicus","Chub mackerel",1981,1983,"weight at length","both","power function",4.01e-06,"NA","a","613","NA","East China Sea","northeastern Taiwan (Pengchiahsu and Fishing Islands)","Ku JF et al 1985 Age and growth of common mackerel (Scomber japonicus) in the waters of northeastern Taiwan, with particular reference to the subpopulation discrimination. Journal of the Fisheries Society of Taiwan 12(2)."
"1211","Scomber japonicus","Chub mackerel",1981,1983,"weight at length","both","power function",3.2028,"NA","b","613","NA","East China Sea","northeastern Taiwan (Pengchiahsu and Fishing Islands)","Ku JF et al 1985 Age and growth of common mackerel (Scomber japonicus) in the waters of northeastern Taiwan, with particular reference to the subpopulation discrimination. Journal of the Fisheries Society of Taiwan 12(2)."
"1212","Collichthys lucidus","Big head croaker",1990,1991,"weight at length","both","power function",1.68e-05,"NA","a","319","NA","East China Sea","Zhoushan","Wu ZX et al 1991 A preliminary study on the age and phasic growth of Collichthy lucidus. Journal of Zhejiang College of Fisheries 10(2)."
"1213","Collichthys lucidus","Big head croaker",1990,1991,"weight at length","both","power function",2.9967,"NA","b","319","NA","East China Sea","Zhoushan","Wu ZX et al 1991 A preliminary study on the age and phasic growth of Collichthy lucidus. Journal of Zhejiang College of Fisheries 10(2)."
"1214","Scomber japonicus","Chub mackerel",2006,2007,"weight at length","both","power function",4.26e-06,"NA","a","352","NA","East China Sea","NA","Li G et al 2008 Age and Growth of Chub Mackerel (Scomber japonicus) in the East China and Yellow Seas Using Sectioned Otolith Samples. Journal of Ocean University of China (Oceanic and Coastal Sea Research) 7(4)."
"1215","Scomber japonicus","Chub mackerel",2006,2007,"weight at length","both","power function",3.2,"NA","b","352","NA","East China Sea","NA","Li G et al 2008 Age and Growth of Chub Mackerel (Scomber japonicus) in the East China and Yellow Seas Using Sectioned Otolith Samples. Journal of Ocean University of China (Oceanic and Coastal Sea Research) 7(4)."
"1216","Scomber japonicus","Chub mackerel",2006,2007,"growth","both","von Bertalanffy",404.65,"mm","Linf","353","NA","East China Sea","NA","Li G et al 2008 Age and Growth of Chub Mackerel (Scomber japonicus) in the East China and Yellow Seas Using Sectioned Otolith Samples. Journal of Ocean University of China (Oceanic and Coastal Sea Research) 7(4)."
"1217","Scomber japonicus","Chub mackerel",2006,2007,"growth","both","von Bertalanffy",0.49,"NA","k","354","NA","East China Sea","NA","Li G et al 2008 Age and Growth of Chub Mackerel (Scomber japonicus) in the East China and Yellow Seas Using Sectioned Otolith Samples. Journal of Ocean University of China (Oceanic and Coastal Sea Research) 7(4)."
"1218","Scomber japonicus","Chub mackerel",2006,2007,"growth","both","von Bertalanffy",-0.9,"NA","t0","355","NA","East China Sea","NA","Li G et al 2008 Age and Growth of Chub Mackerel (Scomber japonicus) in the East China and Yellow Seas Using Sectioned Otolith Samples. Journal of Ocean University of China (Oceanic and Coastal Sea Research) 7(4)."
"1219","Saurida undosquamis","Brushtooth lizardfish",1992,1993,"weight at length","both","power function",1.41e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1220","Saurida undosquamis","Brushtooth lizardfish",1992,1993,"weight at length","both","power function",2.9385,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1221","Saurida tumbil","Greater lizardfish",1992,1993,"weight at length","both","power function",4.04e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1222","Saurida tumbil","Greater lizardfish",1992,1993,"weight at length","both","power function",3.2109,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1223","Priacanthus macracanthus","Red bigeye",1992,1993,"weight at length","both","power function",5.91e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1224","Priacanthus macracanthus","Red bigeye",1992,1993,"weight at length","both","power function",2.8209,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1225","Carangoides equula","Whitefin trevally",1992,1993,"weight at length","both","power function",0.000207,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1226","Carangoides equula","Whitefin trevally",1992,1993,"weight at length","both","power function",2.5956,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1227","Carangoides equula","Whitefin trevally",1992,1993,"weight at length","both","power function",0.000435,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1228","Carangoides equula","Whitefin trevally",1992,1993,"weight at length","both","power function",2.4766,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1229","Decapterus maruadsi","Japanese scad",1992,1993,"weight at length","both","power function",1.34e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1230","Decapterus maruadsi","Japanese scad",1992,1993,"weight at length","both","power function",3.0287,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1231","Decapterus russelli","Indian scad",1992,1993,"weight at length","both","power function",4.46e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1232","Decapterus russelli","Indian scad",1992,1993,"weight at length","both","power function",3.212,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1233","Nemipterus virgatus","Golden threadfin bream",1992,1993,"weight at length","both","power function",8.09e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1234","Nemipterus virgatus","Golden threadfin bream",1992,1993,"weight at length","both","power function",2.7366,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1235","Nemipterus bathybius","Yellowbelly threadfin bream",1992,1993,"weight at length","both","power function",4.72e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1236","Nemipterus bathybius","Yellowbelly threadfin bream",1992,1993,"weight at length","both","power function",2.8811,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1237","Nemipterus bipunctatus","Delagoa threadfin bream",1992,1993,"weight at length","both","power function",3.85e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1238","Nemipterus bipunctatus","Delagoa threadfin bream",1992,1993,"weight at length","both","power function",2.9199,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1239","Nemipterus nemurus","Redspine threadfin bream",1992,1993,"weight at length","both","power function",2.19e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1240","Nemipterus nemurus","Redspine threadfin bream",1992,1993,"weight at length","both","power function",3.0146,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1241","Gymnocranius griseus","Grey large-eye bream",1992,1993,"weight at length","both","power function",0.000103,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1242","Gymnocranius griseus","Grey large-eye bream",1992,1993,"weight at length","both","power function",2.7975,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1243","Upeneus japonicus","Japanese goatfish",1992,1993,"weight at length","both","power function",6.01e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1244","Upeneus japonicus","Japanese goatfish",1992,1993,"weight at length","both","power function",2.75,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1245","Upeneus vittatus","Yellowstriped goatfish",1992,1993,"weight at length","both","power function",2.68e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1246","Upeneus vittatus","Yellowstriped goatfish",1992,1993,"weight at length","both","power function",2.9593,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1247","Upeneus moluccensis","Goldband goatfish",1992,1993,"weight at length","both","power function",1.52e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1248","Upeneus moluccensis","Goldband goatfish",1992,1993,"weight at length","both","power function",3.092,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1249","Parupeneus heptacanthus","Cinnabar goatfish",1992,1993,"weight at length","both","power function",0.000152,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1250","Parupeneus heptacanthus","Cinnabar goatfish",1992,1993,"weight at length","both","power function",2.7515,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1251","Parupeneus heptacanthus","Cinnabar goatfish",1992,1993,"weight at length","both","power function",2.12e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1252","Parupeneus heptacanthus","Cinnabar goatfish",1992,1993,"weight at length","both","power function",3.0413,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1253","Ariomma indicum","Indian driftfish",1992,1993,"weight at length","both","power function",5.86e-05,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1254","Ariomma indicum","Indian driftfish",1992,1993,"weight at length","both","power function",2.8902,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1255","Psenopsis anomala","Pacific rudderfish",1992,1993,"weight at length","both","power function",0.00035,"NA","a","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1256","Psenopsis anomala","Pacific rudderfish",1992,1993,"weight at length","both","power function",2.5298,"NA","b","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1257","Saurida undosquamis","Brushtooth lizardfish",1992,1993,"growth","both","von Bertalanffy",0.34,"NA","k","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1258","Saurida undosquamis","Brushtooth lizardfish",1992,1993,"growth","both","von Bertalanffy",544,"mm","Linf","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1259","Saurida undosquamis","Brushtooth lizardfish",1992,1993,"natural mortality","both","NA",0.72,"NA","M","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1260","Saurida undosquamis","Brushtooth lizardfish",1992,1993,"total mortality","both","NA",1.2,"NA","Z","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1261","Saurida undosquamis","Brushtooth lizardfish",1992,1993,"fishing mortality","both","NA",0.48,"NA","F","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1262","Saurida undosquamis","Brushtooth lizardfish",1992,1993,"exploitation rate","both","NA",0.4,"NA","E","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1263","Saurida tumbil","Greater lizardfish",1992,1993,"growth","both","von Bertalanffy",0.32,"NA","k","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1264","Saurida tumbil","Greater lizardfish",1992,1993,"growth","both","von Bertalanffy",538,"mm","Linf","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1265","Saurida tumbil","Greater lizardfish",1992,1993,"natural mortality","both","NA",0.69,"NA","M","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1266","Saurida tumbil","Greater lizardfish",1992,1993,"total mortality","both","NA",0.98,"NA","Z","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1267","Saurida tumbil","Greater lizardfish",1992,1993,"fishing mortality","both","NA",0.29,"NA","F","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1268","Saurida tumbil","Greater lizardfish",1992,1993,"exploitation rate","both","NA",0.29,"NA","E","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1269","Priacanthus macracanthus","Red bigeye",1992,1993,"growth","both","von Bertalanffy",0.64,"NA","k","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1270","Priacanthus macracanthus","Red bigeye",1992,1993,"growth","both","von Bertalanffy",254,"mm","Linf","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1271","Priacanthus macracanthus","Red bigeye",1992,1993,"natural mortality","both","NA",1.35,"NA","M","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1272","Priacanthus macracanthus","Red bigeye",1992,1993,"total mortality","both","NA",1.81,"NA","Z","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1273","Priacanthus macracanthus","Red bigeye",1992,1993,"fishing mortality","both","NA",0.46,"NA","F","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1274","Priacanthus macracanthus","Red bigeye",1992,1993,"exploitation rate","both","NA",0.25,"NA","E","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1275","Carangoides equula","Whitefin trevally",1992,1993,"growth","both","von Bertalanffy",0.53,"NA","k","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1276","Carangoides equula","Whitefin trevally",1992,1993,"growth","both","von Bertalanffy",212,"mm","Linf","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1277","Carangoides equula","Whitefin trevally",1992,1993,"natural mortality","both","NA",1.26,"NA","M","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1278","Carangoides equula","Whitefin trevally",1992,1993,"total mortality","both","NA",2.42,"NA","Z","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1279","Carangoides equula","Whitefin trevally",1992,1993,"fishing mortality","both","NA",1.16,"NA","F","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1280","Carangoides equula","Whitefin trevally",1992,1993,"exploitation rate","both","NA",0.47,"NA","E","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1281","Decapterus maruadsi","Japanese scad",1992,1993,"growth","both","von Bertalanffy",0.63,"NA","k","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1282","Decapterus maruadsi","Japanese scad",1992,1993,"growth","both","von Bertalanffy",292,"mm","Linf","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1283","Decapterus maruadsi","Japanese scad",1992,1993,"natural mortality","both","NA",1.28,"NA","M","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1284","Decapterus maruadsi","Japanese scad",1992,1993,"total mortality","both","NA",1.77,"NA","Z","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1285","Decapterus maruadsi","Japanese scad",1992,1993,"fishing mortality","both","NA",0.49,"NA","F","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1286","Decapterus maruadsi","Japanese scad",1992,1993,"exploitation rate","both","NA",0.27,"NA","E","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1287","Decapterus russelli","Indian scad",1992,1993,"growth","both","von Bertalanffy",0.52,"NA","k","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
"1288","Decapterus russelli","Indian scad",1992,1993,"growth","both","von Bertalanffy",260,"mm","Linf","NA","NA","South China Sea","Southwest continental shelf of Spratly Islands","Li HQ 1996 A Preliminary study on fisheries biology of main commercial fishes in the continental shelf to the southwest of Nansha Islands. Journal of Fishery Sciences of China 3(1)."
